,movie_id,original_title,tags
2858,57157,young adult,"profession assassin chev chelio learn rival inject poison kill heart rate drops. poison helicopt assassin nuditi hitman adrenalin fistfight swimmingpool reveng shootout motorcycl drug cellphon carchas thoughguy pharmaci defibril hospitalgown emergencyroom aftercreditssting sweatshop run epinephrin [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } ] jasonstatham amysmart briantaylor"
2859,1948,crank,"dray young playboy whose object life seem sex mani girl without get caught girlfriend lisa. dray' sister jenni friend katrina plan show way live wrong organ parti malibu, invit girlfriends. sex parti friend player [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] billbellami larkvoorhi lionelc.martin"
2860,28353,how to be a player,"dramat comedi two unlik peopl find look love. judith nelson (holli hunter) suddenli singl discov husband fifteen years, success doctor (martin donovan), affair younger woman. judith stews, plans, plot fantasizes, can't decid life goe night club see singer liz bailey (queen latifah), full advic life love. town, judith suddenli kiss total stranger, open eye new possibl ... notic pat (danni de vito), elev oper building. femaleprotagonist relationship divorc brooklynbridg [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] hollyhunt dannydevito richardlagravenes"
2861,46889,living out loud,"physic therapist fall basketbal player help recov career-threaten injury. womandirector [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] queenlatifah common sanaahamri"
2862,38093,just wright,"young woman rehab past 10 year return home weekend sister' wedding. sister independentfilm maidofhonor [ { "" "" : 1 8 , "" n e "" : "" r "" } ] annehathaway rosemariedewitt jonathandemm"
2863,14976,rachel getting married,"remak 1946 movi name account affair seedi drifter seduct wife roadsid cafe owner. begin chain event culmin murder. base novel jame m. cain. sex adulteri confess basedonnovel obsess nuditi remak murder suspens conspiraci neo-noir [ { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } ] jacknicholson jessicalang bobrafelson"
2864,11027,the postman always rings twice,"film, adapt work fiction author traci chevalier, tell stori event surround creation paint ""girl pearl earring"" 17th centuri dutch master johann vermeer. young peasant maid work hous painter johann vermeer becom talent assist model one famou works. painter biographi paint maid [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] scarlettjohansson colinfirth peterwebb"
2865,3635,girl with a pearl earring,"german submarin hunt alli ship second world war, soon becom hunted. crew tri surviv surface, stretch boat limits. terror submarin basedonnovel atlanticocean gibraltar worldwarii duti warcorrespond torpedo drink sailor convoy uboat destroy depthcharg comrad germansubmarin navalbattl periscop suicidalmiss [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 3 6 , "" n e "" : "" h r "" } , { "" "" : 1 0 7 5 2 , "" n e "" : "" w r "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } ] jürgenprochnow herbertgrönemey wolfgangpetersen"
2866,387,das boot,"three friend head social committe frat house, call kok (kappa omicron kappa), charg steal money fratern save cocktail cruis end semester, one guarante spot high pay company. soror crossdress univers tshirt sororitygirl drag yearbook roofi sororityhous [ { "" "" : 3 5 , "" n e "" : "" c e "" } ] barrywatson michaelrosenbaum wallacewolodarski"
2867,6020,sorority boys,"night anoth unsatisfactori new year party, tim' father tell son men famili alway abil travel time. tim can't chang history, chang happen happen life – decid make world better place... get girlfriend. sadly, turn easi thinks. londonengland fathersonrelationship timetravel [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } ] domhnallgleeson rachelmcadam richardcurti"
2868,122906,about time,"9th centuri china, corrupt govern wage war rebel armi call fli daggers. romant warrior break beauti rebel prison help rejoin fellows, thing seem. martialart swordplay govern rebellion dagger [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] takeshikaneshiro andylau zhangyim"
2869,9550,十面埋伏,"troubl hedg fund magnate, desper complet sale trade empire, make error forc turn unlik person help. cover-up hedgefund [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] richardger susansarandon nicholasjarecki"
2870,60599,arbitrage,"group teen discov secret plan time machine, construct one. however, thing start get control. timetravel timemachin teenag foundfootag [ { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] jonnyweston virginiagardn deanisraelit"
2871,227719,project almanac,"stori sex, violence, race rock roll 1950 chicago, excit turbul live america' music legends, includ muddi waters, leonard chess, littl walter, howlin' wolf, etta jame chuck berry. womandirector [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 3 6 , "" n e "" : "" h r "" } , { "" "" : 1 0 4 0 2 , "" n e "" : "" u c "" } ] adrienbrodi jeffreywright darnellmartin"
2872,14299,cadillac records,"chauffeur kidnap rich boss' dog hold ransom, accident get dog back, think chauffeur who' kidnapped. [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } ] normmacdonald davechappel scottalexand"
2873,19419,screwed,"futurist prison movie. protagonist wife nab futur us emigr point illeg babi popul control. result prison experi subject movie. prison futurist one run privat corpor bent mind control variou way prison cyborg marriedcoupl futur dystopia escap populationcontrol [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } ] christopherlambert kurtwoodsmith stuartgordon"
2874,12088,fortress,"three actor learn respect perform film ""home purim,"" drama set mid-1940 american south, gener award-season buzz. [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } ] catherineo'hara harryshear christopherguest"
2875,14799,for your consideration,"career person life writer lee standstill, divorc bash wife, robin, dive new job entertain journalist. assign take swankiest corner manhattan, jump one lavish parti anoth engag numer empti romances, start doubt worth work. meanwhile, top tv produc toni fall robin introduc world celebrity. exzentrik independentfilm report ex-wif spectacl [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } ] kennethbranagh judydavi woodyallen"
2876,9466,celebrity,"young augusten burrough absorb experi could make shock memoir: son alcohol father unstabl mother, he' hand mother' therapist, dr. finch, spend adolesc year member finch' bizarr extend family. gay sistersisterrelationship wifehusbandrelationship 1970 becominganadult adopt therapist marriagecrisi [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } ] annetteben briancox ryanmurphi"
2877,7510,running with scissors,"lonely, sexual repress man. depress woman. summer camp. fate night, meet... heart becom one. music [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] kellyclarkson justinguarini robertiscov"
2878,31246,from justin to kelly,"girl 6 1996 american film director spike lee phone sex operator. theresa randl play titl character, playwright suzan-lori park wrote screenplay. soundtrack compos entir song written prince. film screen un certain regard section 1996 cann film festival. director quentin tarantino ron silver make cameo appear film director pair interest auditions. independentfilm neighbor masturb phonesex actress [ { "" "" : 3 5 , "" n e "" : "" c e "" } ] theresarandl isaiahwashington spikele"
2879,61752,girl 6,"follow gruesom murder young woman neighborhood, self-determin woman live new york city--a test limit safety--propel imposs riski sexual liaison. soon grow increasingli wari motiv everi man contact--and own. erotic suspens womandirector [ { "" "" : 9 6 4 8 , "" n e "" : "" e r "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] megryan markruffalo janecampion"
2880,10944,in the cut,"depress man move back parent follow recent heartbreak. loveofone'slif neighbor [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] joaquinphoenix gwynethpaltrow jamesgray"
2881,10362,two lovers,"jack dodd london butcher enjoy pint mate 50 years. died, die lived, smile face watch hors race bet, borrow money. die final request, 'last orders', ash scatter sea margate. movi follow mates, ray, lenni vic foster son vinc journey sea ashes. along way, thread lives, love disappoint woven togeth memori jack wife ami basedonnovel warveteran malefriendship deathofafriend friendship friend grief independentfilm lastwillandtesta memori death mothersonrelationship ash flashback life missedopportun [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } ] michaelcain tomcourtenay fredschepisi"
2882,14778,last orders,"specul fate famou hijack parachut ransom disappear mountains. cooper succeed follow meticul plan disappear anonym despit best effort dog cop? [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] robertduval treatwilliam rogerspottiswood"
2883,45226,the pursuit of d.b. cooper,"upon receiv report miss person fort spencer, remot armi outpost western frontier, capt. john boyd investigates. arriv new post, boyd regiment aid wound frontiersman recount horrifi tale wagon train murder suppos guid -- viciou u.s. armi colonel gone rogue. fear worst, regiment head wilder verifi gruesom claim winter cliff cook cave nuditi chase fort armi murder surviv snow camp soldier violenc cannib mad stranger americanmexicanwar womandirector wendigo militaryoutpost vomitingblood [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 2 7 , "" n e "" : "" h r r r "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 3 7 , "" n e "" : "" w e e r n "" } ] guypearc robertcarlyl antoniabird"
2884,10212,ravenous,"awkward teenag charli bartlett (anton yelchin) troubl fit new high school. charli need friend fast, decid best way find appoint resid psychiatrist. becom one popular guy school dole advic and, occasionally, medication, student body. depress suicideattempt medicin newlov drugaddict privateschool girlfriend advic clever highschool toilet schoolperform drama independentfilm teenagecrush psychiatrist schoolbu [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } ] antonyelchin robertdowneyjr. jonpol"
2885,8669,charlie bartlett,"jep gambardella seduc way lavish nightlif rome decades, 65th birthday shock past, jep look past nightclub parti find timeless landscap absurd, exquisit beauty. alcohol rome vatican basedonnovel birthday nightclub nuditi artist beauti parti love church art drug [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } ] toniservillo carloverdon paolosorrentino"
2886,179144,la grande bellezza,"group cathol school friends, caught draw obscen comic book, plan heist outdo previou prank make local legends. independentfilm [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } ] emilehirsch kieranculkin petercar"
2887,16857,the dangerous lives of altar boys,"india' father dies, uncl charlie, never knew existed, come live unstabl mother. come suspect mysterious, charm man ulterior motiv becom increasingli infatu him. mysteri [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 2 7 , "" n e "" : "" h r r r "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] miawasikowska nicolekidman parkchan-wook"
2888,86825,stoker,"2046 sequel wong kar-wais’ success box-offic hit mood love. film affairs, end relationships, share love kung-fu novel main character, chow, write novel reflect back favorit love su. freelov hotel lovesick sexual kungfu android soulmat basedonnovel hotelroom jealousi loveofone'slif restart singapur unsoci secretlov murder author hongkong break-up illegalprostitut extramaritalaffair photographicmemori [ { "" "" : 1 4 , "" n e "" : "" f n "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] tonyleungchiu-wai zhangziyi wongkar-wai"
2889,844,2046,"late 1940s. richard langley, bachelor playboy, narrat stori start best friend, harri allen, invit lunch tell richard he' love. troubl is, harry' alreadi marri pat; worri pat would hurt deepli divorce. then, harry' new love, kay, join them. richard smitten, find pat may love someon else. sex jealousi lover(female) restaur deceivedhusband wife deceivedwif friendship wed witnesstomurd childhoodfriend [ { "" "" : 8 0 , "" n e "" : "" c r e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] chriscoop piercebrosnan irasach"
2890,8060,married life,"orphan cheetah becom best friend pet young boy live south africa. adolesc lossoffath lion southafrica bulli kidsandfamili rescu bulli youngboy cheetah wildanim [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } ] alexmichaeleto campbellscott carrollballard"
2891,15907,duma,"irish fisherman discov woman fish net believ mermaid. alcohol mermaid weddingdress fishingnet selki [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] colinfarrel alicjabachleda-curuś neiljordan"
2892,38448,ondine,"japanes yakuza gangster’ deadli exist homeland get exil lo angeles, california, taken littl brother brother’ gang. first english film takeshi kitano. brotherbrotherrelationship assassin cultureclash warondrug yakuza sake loyalti drugdeal femmefatal losangel [ { "" "" : 8 0 , "" n e "" : "" c r e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] takeshikitano omarepp takeshikitano"
2893,327,brother,"five hapless inner-c low-lif attempt burgl pawnbroker' safe, end plagu bad luck. safe remak heist innerc [ { "" "" : 3 5 , "" n e "" : "" c e "" } ] williamh.maci isaiahwashington anthonyrusso"
2894,9260,welcome to collinwood,"werner ernst young hospit resid becom embroil legal battl two half-sist fight care comatos father. realli fight father' care, $10 million estate? meanwhile, werner must contend nutti supervisor, insist care patient full insurance. werner sidestep hospital' legal team what' best patient? nun satir hospit halfsist [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } ] jamesspad kyrasedgwick sidneylumet"
2895,61337,critical care,"15th anniversari fatal high school shoot approaches, former pupil diana mcfee haunt memori tragedy. lose best friend maureen attack, diana profoundli affect incid - seemingli perfect life shape event day. suspens [ { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 9 6 4 8 , "" n e "" : "" e r "" } ] umathurman evanrachelwood vadimperelman"
2896,13079,the life before her eyes,"stori woman love dog husband. husband lose dog. aftercreditssting [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] dianekeaton kevinklin lawrencekasdan"
2897,89325,darling companion,"texa cop (kevin kline), whose daughter might forc sexual slavery, join forc mexican youth (cesar ramos) find boy' sister, abduct forc prostitution. meanwhile, ukrainian woman promis better life america also becom victim. usa sex brothersisterrelationship mexicoc border support insurancesalesman punter brother unitedstates–mexicobarri sister humantraffick rescu independentfilm crimin [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] kevinklin cesarramo marcokreuzpaintn"
2898,4170,trade,"hungarian youth come age buchenwald world war ii. györgi köve 14, son merchant who' sent forc labor camp. father' departure, györgi get job brickyard; bu stop jewish occup sent camps. there, györgi find camaraderie, suffering, cruelty, illness, death. hear advic preserv one' digniti self-esteem. discov hatred. surviv return budapest, find? natural; jew? sepia, black white, color altern shade mood. budapest hungari concentrationcamp worldwarii [ { "" "" : 1 0 7 5 2 , "" n e "" : "" w r "" } , { "" "" : 1 8 , "" n e "" : "" r "" } ] marcellnagi béladóra lajoskoltai"
2899,41508,sorstalanság,"portrait fiction town mid west home group idiosyncrat slightli neurot characters. dwayn hoover wealthi car dealer-ship owner that' brink suicid lose touch reality. wifehusbandrelationship success author extramaritalaffair [ { "" "" : 3 5 , "" n e "" : "" c e "" } ] brucewilli albertfinney alanrudolph"
2900,12479,breakfast of champions,"wang gloomy, cun avarici noodl shop owner desert town china. neglected, sharp-tongu wife involv secret affair li, one wang’ employees. timid man, li reluctantli keep gun lover bought kill husband. wang watch everi move. bribe patrol offic zhang murder illicit couple. seem like perfect plan: affair come cruel, bloodi satisfi end… thinks. equal wick zhang agenda own. plot twists, blood flow, ever greater violenc erupt… [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] sunhonglei xiaoshenyang zhangyim"
2901,44555,三枪拍案惊奇,"unsuspecting, disench man find work spi dangerous, high-stak world corpor espionage. quickli get way over-his-head, team mysteri femm fatale. doublelif undercov lie wife compani industri femmefatal conspiraci espionag memoryloss corporatecrim dystopicfutur hiddenident disord dishonesti powerrel mindandsoul uncovertruth mysteriouscharact [ { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } , { "" "" : 9 6 4 8 , "" n e "" : "" e r "" } ] jeremynortham lucyliu vincenzonatali"
2902,10133,cypher,"citi life death take place 1937, height second sino-japanes war. imperi japanes armi captur then-capit republ china, nanjing. follow known nank massacre, rape nanking, period sever week wherein ten thousand chines soldier civilian killed. warcrim massmurd warvictim sinojapanesewar massacr japanesearmi duringcreditssting imperialjapan [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 3 6 , "" n e "" : "" h r "" } , { "" "" : 1 0 7 5 2 , "" n e "" : "" w r "" } ] liuy gaoyuanyuan luchuan"
2903,21345,南京!南京!,"order keep promis age kung fu master, fu rabbit must ventur comfort kitchen team penny, kung fu prodigy, heroic quest save kung fu academy. [ { "" "" : 1 6 , "" n e "" : "" n n "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } , { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } ] jonhed tomarnold lijunsun"
2904,173931,兔侠传奇,"2199, five year gamilon began invas earth, planet ravag aliens' bombs. remnant human fled underground escap irradi surface. one day, former pilot susumu kodai discov capsul sent planet iscandar tell devic remov radiat earth' surface. earth defens forc rebuild battleship yamato new type propuls system make 148,000 light year trip iscandar hope save earth. within one year, radiat drive rest human extinction. [ { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } ] hiroyukiikeuchi takuyakimura takashiyamazaki"
2905,61984,space battleship yamato,"american journalist cameraman caught combat zone first russian airstrik georgia. rescu tatia, young georgian schoolteach separ famili attack, two report agre help reunit famili exchang serv interpreter. three attempt escap safety, witness--and document--th devast full-scal crossfir cold-blood murder innoc civilians. journalist interpret georgiaeurop warzon [ { "" "" : 1 0 7 5 2 , "" n e "" : "" w r "" } , { "" "" : 1 8 , "" n e "" : "" r "" } ] rupertfriend valkilm rennyharlin"
2906,50601,5 days of war,"stori revolv around passeng yacht trip atlant ocean who, struck mysteri weather conditions, jump anoth ship experi greater havoc open seas. ocean florida autism key yacht ax ship ghostship murder timeloop maskedkil blood storm throatslit singlemoth heavyrain axemurd caribbean attemptedstrangul [ { "" "" : 2 7 , "" n e "" : "" h r r r "" } ] melissageorg liamhemsworth christophersmith"
2907,26466,triangle,"nelli bly, 23 year-old report joseph pulitzer, goe undercov notori blackwell' island women' insan asylum order expos corruption, abus murder. undercov insaneasylum report [ { "" "" : 1 8 , "" n e "" : "" r "" } ] carolinebarri christopherlambert timothyhin"
2908,345003,10 days in a madhouse,"heaven real recount true stori small-town father must find courag convict share son' extraordinary, life-chang experi world. four-year-old colton share detail amaz journey childlik innoc speak matter-of-factli thing happen birth... thing possibl know. basedonnovel faith basedontrueev [ { "" "" : 1 8 , "" n e "" : "" r "" } ] gregkinnear kellyreilli randallwallac"
2909,236751,heaven is for real,"second film british director guy ritchie. snatch tell obscur stori similar first fast-pac crazi character-collid fill film “lock, stock two smoke barrels.” two overlap stori – one search stolen diamond, box promot who’ troubl psychot gangster. gypsi bareknucklebox slang trailerpark pig sport receivingofstolengood cockneyacc diamond pikey [ { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } ] jasonstatham bradpitt guyritchi"
2910,107,snatch,"come age danc film, spirit dirti dancing, karat kid, high school music - young girl beverli hills, jennif visit father' panama citi beach hotel summer break, fall love young boy, ken work dishwasher. even though differ backgrounds, share passion... danc partner enter 2nd annual florida state-wid danc contest. prepar contest, jennif ken must overcom scheme danc partners, meddl father, doubt love prevail. danc competit hotel florida danceteach [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] witneycarson chehonwespi-tschopp davidwint"
2911,357837,dancin' it's on,"dr. loui creed' famili move countri hous dream discov pet cemeteri back property. curs burial ground deep wood bring dead back life -- ""minor"" problems. first, family' cat make return trip, accid forc heartbroken father contempl unthinkable. coffin pet funer headinjuri grief newneighbor petcemeteri deadcat deathofpati lossofpet deadlov mothersonrelationship hitbytruck ghost graverob indianburialground womandirector flashback burialground [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 2 7 , "" n e "" : "" h r r r "" } ] dalemidkiff fredgwynn marylambert"
2912,8913,pet sematary,"film tell stori professor uehida hyakken-sama (1889-1971), gotemba, around forties. univers professor air raid, left becom writer live hut. mood hardli changed, chang time. [ { "" "" : 1 8 , "" n e "" : "" r "" } ] tatsuomatsumura kyôkokagawa akirakurosawa"
2913,13889,まあだだよ,"young woman becom inexplic attract man stalk her. boyfriend goe missing, stalker immedi suspect, game jealousi betray turn deadly. suspens [ { "" "" : 1 8 , "" n e "" : "" r "" } ] paddyconsidin juliastil jamiethrav"
2914,18530,the cry of the owl,"former spi chines nationalist parti fall opium-d widow, china ravag war revolution. womandirector [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 3 6 , "" n e "" : "" h r "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] lauching-wan tangwei mabelcheung"
2915,358451,三城记,"billi peltzer given strang ador pet name gizmo christmas, inadvert break three import rule care mogwai, unleash hord mischiev gremlin small town. holiday monster smalltown departmentstor barsandrestaur humananimalrelationship pet sunlight chainsaw salesperson midnight fur bank puppet skunk kidsandfamili gremlin ymca [ { "" "" : 1 4 , "" n e "" : "" f n "" } , { "" "" : 2 7 , "" n e "" : "" h r r r "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } ] zachgalligan phoebec joedant"
2916,927,gremlins,"princess leia captur held hostag evil imperi forc effort take galact empire. venturesom luke skywalk dash captain han solo team togeth loveabl robot duo r2-d2 c-3po rescu beauti princess restor peac justic empire. android galaxi hermit deathstar lightsab jedi rescuemiss empir rebellion planet smuggler theforc spaceopera galacticwar stormtroop totalitarian [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } ] markhamil harrisonford georgeluca"
2917,11,star wars,"jason kelli one week away marri boss' uber-control daughter, put fast track partnership law firm. however, straight-lac jason trick drive foul-mouth grandfather, dick, daytona spring break, pend nuptial suddenli jeopardy. riotou frat parties, bar fights, epic night karaoke, dick quest live life fullest bring jason along ride. grandfathergrandsonrelationship grandfath roadtrip wed retir pervert armygener sexcomedi [ { "" "" : 3 5 , "" n e "" : "" c e "" } ] zacefron robertdeniro danmaz"
2918,291870,dirty grandpa,"doctor zhivago film adap russian novel bori pasternak director david lean intern success today deem classic. omar sharif juli christi play two protagonist fact love yet current situat cannot find way together. lovetriangl nurs suicideattempt lossoffamili worldwari russianrevolution1917 forbiddenlov steppar daughter epic [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } , { "" "" : 1 0 7 5 2 , "" n e "" : "" w r "" } ] omarsharif juliechristi davidlean"
2919,907,doctor zhivago,"set brazil, three kid make discoveri garbag dump soon find run cop tri right terribl wrong. brazilian drama thriller [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] ricksontevez eduardolui stephendaldri"
2920,206563,trash,"almost graduat day high school senior troy, gabriella, sharpay, chad, ryan taylor ― thought head separ direct leav east high wildcat think need someth they'll rememb forever. togeth rest wildcats, stage spring music reflect hope fear futur unforgett experi grow together. graduat approach colleg plan question, becom dreams, romances, friendship east high' senior wildcats? music music highschool comingofag teenag highschoolstud duringcreditssting [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } , { "" "" : 1 0 4 0 2 , "" n e "" : "" u c "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] zacefron vanessahudgen kennyortega"
2921,11887,high school musical 3: senior year,"fighter, drama boxer ""irish"" micki ward' unlik road world light welterweight title. rocky-lik rise shepherd half-broth dicky, boxer-turned-train rebound life nearli ko'd drug crime. sport irishamerican documentarycrew lowellmassachusett bluecollarwork churchbel documentaryfilmmak boxershort jumpingrop shadowbox duringcreditssting [ { "" "" : 1 8 , "" n e "" : "" r "" } ] markwahlberg christianbal davido.russel"
2922,45317,the fighter,"jackass number two compil variou stunts, prank skits, essenti plot. chri pontius, johnni knoxville, steve-o, bam margera, whole crew return screen rais stake higher ever before. wound disgust pain stunt stuntman stupid bull shock [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 9 9 , "" n e "" : "" c u e n r "" } ] johnnyknoxvil bammargera jefftremain"
2923,12094,jackass number two,"two carefre pal travel alabama mistakenli arrested, charg murder. fortunately, one cousin who' lawyer - vincent gambini, former auto mechan brooklyn pass bar exam sixth try. arriv leather-clad girlfriend , tri first case, real shock - deep south! prison southernusa suspicion cousin court lawyer wrongfularrest [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } ] joepesci ralphmacchio jonathanlynn"
2924,10377,my cousin vinny,"base gayl forman' novel name. ""if stay"" stori gift classic musician mia boyfriend, adam, come indie-rock star. torn two path life, art relationship, mia forc make even starker choic life death caught fatal car accid famili one snowi morn oregon. coma musician teenagegirl caraccid teenag outofbodyexperi teendrama basedonyoungadultnovel [ { "" "" : 1 8 , "" n e "" : "" r "" } ] chloëgracemoretz jamieblackley r.j.cutler"
2925,249164,if i stay,"former race car driver abduct mysteri thief forc wheel-man crime put sight cop mob. [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } ] thomasjan johncusack briantrenchard-smith"
2926,256092,drive hard,"rachel phelp inherit cleveland indian deceas husband, determin move team warmer climat -- lose season make possible, easi given misfit hired. rachel sure dream come true, underestim succeed! basebal sport sabotag sombrero baseballfield hardhat professionalsport comicstrip hotdog shortsight voodooritu thebiggam [ { "" "" : 3 5 , "" n e "" : "" c e "" } ] tombereng charliesheen davids.ward"
